job_name,result,bmc.circ_sz,bmc.dag_sz,opsem.isderef.not.solve,opsem.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi,crab_solve_is_deref_time
add_size_checked,TRUE,30,185,0,0,0.03,0.03,0.01,0.01,0.01,0.04,0,0
add_size_saturating,TRUE,26,168,0,0,0.06,0.06,0.01,0.01,0.01,0.08,0,0
array_eq,TRUE,444,2096,0,52,1.37,1.37,0.01,0.01,0.01,1.47,0,0.01
array_eq_c_str,TRUE,595,2595,0,57,1.03,1.03,0.01,0.01,0.01,1.1,0,0.01
array_eq_c_str_ignore_case,TRUE,99,578,0,11,0.08,0.08,0.01,0,0.01,0.11,0,0.01
array_eq_c_str_ignore_case2,TRUE,99,583,0,11,0.07,0.07,0.01,0,0.01,0.09,0,0.01
array_eq_c_str2,TRUE,530,2288,0,51,0.67,0.67,0.01,0.01,0.01,0.74,0,0.01
array_eq_ignore_case,TRUE,254,2746,0,28,1.01,1.01,0.01,0.01,0.02,1.12,0,0.01
array_eq_ignore_case2,TRUE,191,2445,0,22,0.57,0.57,0.01,0.01,0.02,0.66,0,0.01
array_eq2,TRUE,385,1807,0,46,1.18,1.18,0.01,0.01,0.01,1.25,0,0.01
array_list_back,TRUE,235,1138,2,5,0.21,0.21,0.01,0.01,0.01,0.27,0,0.01
array_list_back2,TRUE,197,898,2,2,0.21,0.21,0.01,0.01,0.01,0.25,0,0.01
array_list_capacity,TRUE,180,889,0,3,0.2,0.2,0.01,0.01,0.01,0.23,0,0.01
array_list_capacity2,TRUE,135,626,0,0,0.18,0.18,0.02,0.01,0.01,0.22,0,0
array_list_clean_up,TRUE,75,398,0,0,0.01,0.01,0.01,0.01,0.01,0.04,0,0
array_list_clear,TRUE,133,633,0,0,0.5,0.5,0.02,0.01,0.01,0.53,0,0
array_list_clear2,TRUE,137,646,0,0,0.51,0.51,0.01,0.01,0.01,0.54,0,0
array_list_comparator_string,TRUE,403,2702,24,33,5.15,5.15,0.03,0.01,0.03,5.4,0,0.03
array_list_copy,TRUE,302,1415,4,4,1.68,1.68,0.01,0.01,0.01,1.74,0,0.01
array_list_ensure_capacity,TRUE,217,1109,0,7,0.77,0.77,0.01,0.01,0.01,0.83,0,0.01
array_list_ensure_capacity2,TRUE,183,882,0,4,0.67,0.67,0.01,0.01,0.01,0.72,0,0.01
array_list_erase,TRUE,273,1349,8,3,2.83,2.83,0.01,0.01,0.01,2.89,0,0.01
array_list_erase2,TRUE,252,1185,8,0,3.24,3.24,0.01,0.01,0.01,3.29,0,0.01
array_list_front,TRUE,230,1110,2,5,0.21,0.21,0.01,0.01,0.01,0.26,0,0.01
array_list_front2,TRUE,192,870,2,2,0.21,0.21,0.01,0.01,0.01,0.24,0,0.01
array_list_get_at,TRUE,232,1128,2,5,0.47,0.47,0.01,0.01,0.01,0.52,0,0.01
array_list_get_at_ptr,TRUE,221,1084,0,3,0.21,0.21,0.01,0.01,0.01,0.27,0,0.01
array_list_get_at_ptr2,TRUE,182,842,0,0,0.21,0.21,0.02,0.01,0.01,0.24,0,0
array_list_get_at2,TRUE,194,888,2,2,0.41,0.41,0.01,0.01,0.01,0.45,0,0.01
array_list_init_dynamic,TRUE,118,587,0,0,0.3,0.3,0.02,0.01,0.01,0.33,0,0
array_list_init_static,TRUE,149,735,0,3,0.37,0.37,0.01,0.01,0.01,0.4,0,0.01
array_list_init_static2,TRUE,122,580,0,0,0.37,0.37,0.01,0.01,0.01,0.39,0,0
array_list_length,TRUE,178,889,0,3,0.18,0.18,0.01,0.01,0.01,0.21,0,0.01
array_list_length2,TRUE,139,647,0,0,0.19,0.19,0.02,0.01,0.01,0.22,0,0
array_list_pop_back,TRUE,199,986,0,3,0.64,0.64,0.01,0.01,0.01,0.69,0,0.01
array_list_pop_back2,TRUE,159,741,0,0,0.62,0.62,0.02,0.01,0.01,0.66,0,0
array_list_pop_front,TRUE,220,1071,4,3,1.53,1.53,0.01,0.01,0.02,1.6,0,0.01
array_list_pop_front_n,TRUE,224,1090,4,3,1.82,1.82,0.01,0.01,0.02,1.9,0,0.01
array_list_pop_front_n2,TRUE,189,873,4,0,1.46,1.46,0.01,0.01,0.02,1.51,0,0.01
array_list_pop_front2,TRUE,180,838,4,0,1.54,1.54,0.01,0.01,0.02,1.59,0,0.01
array_list_push_back,TRUE,296,1452,2,9,2.04,2.04,0.01,0.01,0.01,2.11,0,0.01
array_list_push_back2,TRUE,257,1202,2,6,0.53,0.53,0.01,0.01,0.01,0.59,0,0.01
array_list_set_at,TRUE,292,1595,2,9,1.16,1.16,0.01,0.01,0.04,1.27,0,0.01
array_list_set_at2,TRUE,253,1340,2,6,1.19,1.19,0.01,0.01,0.03,1.27,0,0.01
array_list_shrink_to_fit,TRUE,260,1287,6,5,1.85,1.85,0.01,0.01,0.01,1.9,0,0.01
array_list_shrink_to_fit2,TRUE,215,1011,6,2,0.94,0.94,0.01,0.01,0.02,1.01,0,0.01
array_list_sort,TRUE,186,931,0,3,0.18,0.18,0.01,0.01,0.01,0.23,0,0.01
array_list_sort2,TRUE,147,689,0,0,0.17,0.17,0.01,0.01,0.01,0.2,0,0
array_list_swap,TRUE,276,1519,24,4,12.56,12.56,0.01,0.01,0.01,12.63,0,0.01
array_list_swap_contents,TRUE,349,1699,0,6,0.78,0.78,0.01,0.01,0.01,0.88,0,0.01
byte_buf_advance,TRUE,307,1398,4,1,0.09,0.09,0.01,0.01,0.01,0.16,0,0.01
byte_buf_advance2,TRUE,244,1079,0,0,0.05,0.05,0.03,0.01,0.01,0.11,0,0
byte_buf_append,TRUE,181,829,2,2,0.05,0.05,0.01,0.01,0.01,0.09,0,0.01
byte_buf_append_dynamic,TRUE,230,1089,6,6,0.18,0.18,0.01,0.01,0.01,0.24,0,0.01
byte_buf_append_dynamic2,TRUE,236,1076,6,6,0.19,0.19,0.01,0.01,0.01,0.23,0,0.01
byte_buf_append_with_lookup,TRUE,345,1564,10,10,0.12,0.12,0.01,0.01,0.02,0.24,0,0.01
byte_buf_append_with_lookup2,TRUE,347,1558,10,10,0.08,0.08,0.01,0.01,0.02,0.21,0,0.01
byte_buf_append2,TRUE,187,817,2,2,0.04,0.04,0,0.01,0.01,0.08,0,0
byte_buf_cat,TRUE,685,3070,12,10,0.8,0.8,0.02,0.01,0.02,1.02,0,0.02
byte_buf_cat2,TRUE,553,2328,6,6,0.59,0.59,0.01,0.01,0.04,0.78,0,0.01
byte_buf_clean_up,TRUE,66,308,0,0,0.01,0.01,0.01,0,0.01,0.03,0,0
byte_buf_clean_up_secure,TRUE,75,351,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0,0
byte_buf_eq,TRUE,671,3092,4,48,1.5,1.5,0.02,0.01,0.02,1.7,0,0.02
byte_buf_eq_c_str,TRUE,112,637,0,11,0.09,0.09,0.01,0,0.01,0.12,0,0.01
byte_buf_eq_c_str_ignore_case,TRUE,112,637,0,11,0.09,0.09,0.01,0,0.01,0.12,0,0.01
byte_buf_eq_c_str_ignore_case2,TRUE,112,642,0,11,0.08,0.08,0.01,0,0.01,0.11,0,0.01
byte_buf_eq_c_str2,TRUE,112,642,0,11,0.08,0.08,0.01,0,0.01,0.11,0,0.01
byte_buf_eq_ignore_case,TRUE,476,3784,4,24,0.69,0.69,0.02,0.01,0.02,0.86,0,0.02
byte_buf_eq_ignore_case2,TRUE,284,2906,0,22,0.54,0.54,0.01,0,0.02,0.66,0,0.01
byte_buf_eq2,TRUE,595,2675,0,46,1.17,1.17,0.01,0.01,0.01,1.29,0,0.01
byte_buf_from_array,TRUE,69,353,0,0,0.01,0.01,0.01,0.01,0.01,0.04,0,0
byte_buf_from_c_str,TRUE,332,1526,0,33,0.29,0.29,0.01,0,0.01,0.33,0,0.01
byte_buf_from_empty_array,TRUE,69,353,0,0,0.01,0.01,0,0,0,0.02,0,0
byte_buf_init,TRUE,91,418,0,0,0.02,0.02,0.02,0.01,0.01,0.05,0,0
byte_buf_init_copy,TRUE,310,1766,4,5,1.21,1.21,0.01,0.01,0.03,1.29,0,0.01
byte_buf_init_copy_from_cursor,TRUE,152,723,2,2,0.07,0.07,0.01,0.01,0.02,0.13,0,0.01
byte_buf_init_copy2,TRUE,302,1735,2,5,1.06,1.06,0.01,0.01,0.03,1.15,0,0.01
byte_buf_reserve,TRUE,132,581,0,4,0.02,0.02,0.01,0.01,0.02,0.07,0,0.01
byte_buf_reserve_relative,TRUE,238,1043,0,4,0.03,0.03,0.01,0.01,0.01,0.07,0,0.01
byte_buf_reset,TRUE,79,374,0,2,0.16,0.16,0.01,0.01,0.01,0.18,0,0.01
byte_buf_secure_zero,TRUE,119,540,0,2,0.07,0.07,0.01,0.01,0.01,0.1,0,0.01
byte_buf_write,TRUE,210,971,4,3,0.13,0.13,0.01,0.01,0.02,0.18,0,0.01
byte_buf_write_be16,TRUE,187,872,2,3,0.04,0.04,0.01,0.01,0.01,0.08,0,0.01
byte_buf_write_be162,TRUE,142,613,0,2,0.02,0.02,0.01,0.01,0.01,0.06,0,0.01
byte_buf_write_be32,TRUE,187,872,2,3,0.04,0.04,0.01,0.01,0.01,0.09,0,0.01
byte_buf_write_be322,TRUE,142,613,0,2,0.03,0.03,0.01,0.01,0.01,0.06,0,0.01
byte_buf_write_be64,TRUE,187,870,2,3,0.04,0.04,0.01,0.01,0.01,0.09,0,0.01
byte_buf_write_be642,TRUE,157,689,0,3,0.03,0.03,0.01,0.01,0.01,0.06,0,0.01
byte_buf_write_from_whole_buffer,TRUE,358,1609,6,4,0.17,0.17,0.01,0.01,0.02,0.26,0,0.01
byte_buf_write_from_whole_buffer2,TRUE,278,1185,2,2,0.1,0.1,0.01,0.01,0.02,0.16,0,0.01
byte_buf_write_from_whole_cursor,TRUE,274,1283,6,4,0.16,0.16,0.01,0.01,0.02,0.26,0,0.01
byte_buf_write_from_whole_cursor2,TRUE,194,877,2,2,0.09,0.09,0.01,0.01,0.01,0.14,0,0.01
byte_buf_write_from_whole_string,TRUE,319,2963,26,4,2.23,2.23,0.01,0.01,0.05,2.37,0,0.01
byte_buf_write_from_whole_string2,TRUE,268,2580,24,3,2.1,2.1,0.01,0.01,0.05,2.22,0,0.01
byte_buf_write_u8,TRUE,187,868,2,3,0.1,0.1,0.01,0.01,0.01,0.15,0,0.01
byte_buf_write_u82,TRUE,142,613,0,2,0.09,0.09,0.01,0.01,0.01,0.12,0,0.01
byte_buf_write2,TRUE,175,796,2,3,0.09,0.09,0.01,0.01,0.01,0.14,0,0.01
byte_cursor_advance,TRUE,119,585,2,1,0.07,0.07,0.01,0.01,0.01,0.09,0,0.01
byte_cursor_advance_nospec,TRUE,130,679,2,1,0.15,0.15,0.01,0.01,0.01,0.19,0,0.01
byte_cursor_advance_nospec2,TRUE,100,492,0,0,0.07,0.07,0.02,0.01,0.01,0.12,0,0
byte_cursor_advance2,TRUE,90,411,0,0,0.02,0.02,0.01,0.01,0.01,0.05,0,0
byte_cursor_compare_lexical,TRUE,312,1669,4,14,0.65,0.65,0.01,0.01,0.01,0.74,0,0.01
byte_cursor_compare_lexical2,TRUE,316,1588,0,28,0.34,0.34,0.01,0.01,0.01,0.41,0,0.01
byte_cursor_compare_lookup,TRUE,760,3426,4,128,1.04,1.04,0.04,0.01,0.01,1.24,0,0.04
byte_cursor_compare_lookup2,TRUE,701,3141,0,126,0.56,0.56,0.04,0.01,0.01,0.75,0,0.04
byte_cursor_eq,TRUE,294,1549,4,14,0.65,0.65,0.01,0.01,0.01,0.72,0,0.01
byte_cursor_eq_byte_buf,TRUE,370,1851,4,14,0.35,0.35,0.01,0.01,0.01,0.45,0,0.01
byte_cursor_eq_byte_buf_ignore_case,TRUE,357,3339,4,12,0.54,0.54,0.01,0.01,0.02,0.66,0,0.01
byte_cursor_eq_byte_buf_ignore_case2,TRUE,287,2987,0,10,0.48,0.48,0.01,0.01,0.02,0.57,0,0.01
byte_cursor_eq_byte_buf2,TRUE,313,1559,0,12,0.19,0.19,0.01,0.01,0.01,0.26,0,0.01
byte_cursor_eq_c_str,TRUE,102,601,0,11,0.08,0.08,0.01,0,0.01,0.1,0,0.01
byte_cursor_eq_c_str_ignore_case,TRUE,102,601,0,11,0.08,0.08,0.01,0,0.01,0.11,0,0.01
byte_cursor_eq_c_str_ignore_case2,TRUE,102,606,0,11,0.08,0.08,0.01,0,0.01,0.1,0,0.01
byte_cursor_eq_c_str2,TRUE,102,606,0,11,0.08,0.08,0.01,0,0.01,0.11,0,0.01
byte_cursor_eq_ignore_case,TRUE,276,2934,4,12,1,1,0.01,0.01,0.02,1.09,0,0.01
byte_cursor_eq_ignore_case2,TRUE,221,2663,0,10,0.58,0.58,0.01,0.01,0.02,0.65,0,0.01
byte_cursor_eq2,TRUE,239,1274,0,12,0.44,0.44,0.01,0.01,0.01,0.5,0,0.01
byte_cursor_from_array,TRUE,44,200,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0,0
byte_cursor_from_buf,TRUE,196,880,2,1,0.04,0.04,0.01,0.01,0.01,0.08,0,0.01
byte_cursor_from_buf2,TRUE,154,650,0,0,0.02,0.02,0.01,0.01,0.01,0.05,0,0
byte_cursor_from_c_str,TRUE,313,1403,0,33,0.18,0.18,0.01,0.01,0.01,0.22,0,0.01
byte_cursor_from_string,TRUE,75,497,2,11,0.02,0.02,0.01,0.01,0.01,0.05,0,0.01
byte_cursor_left_trim_pred,TRUE,184,888,2,1,0.03,0.03,0.01,0.01,0.01,0.08,0,0.01
byte_cursor_left_trim_pred2,TRUE,155,726,0,0,0.02,0.02,0.02,0.01,0.01,0.06,0,0
byte_cursor_read,TRUE,151,762,4,3,0.27,0.27,0.01,0.01,0.02,0.32,0,0.01
byte_cursor_read_and_fill_buffer,TRUE,264,1256,4,4,0.31,0.31,0.01,0.01,0.02,0.39,0,0.01
byte_cursor_read_and_fill_buffer2,TRUE,224,1053,2,2,0.16,0.16,0.01,0.01,0.02,0.22,0,0.01
byte_cursor_read_be16,TRUE,113,624,2,1,0.06,0.06,0.01,0.01,0.02,0.09,0,0.01
byte_cursor_read_be16_2,TRUE,96,541,2,0,0.05,0.05,0.01,0.01,0.01,0.08,0,0.01
byte_cursor_read_be32,TRUE,113,650,2,1,0.07,0.07,0.01,0.01,0.02,0.11,0,0.01
byte_cursor_read_be32_2,TRUE,96,567,2,0,0.06,0.06,0.01,0.01,0.01,0.09,0,0.01
byte_cursor_read_be64,TRUE,113,701,2,1,0.09,0.09,0.01,0.01,0.01,0.13,0,0.01
byte_cursor_read_be64_2,TRUE,96,618,2,0,0.09,0.09,0.01,0.01,0.02,0.14,0,0.01
byte_cursor_read_u8,TRUE,123,628,2,3,0.07,0.07,0.01,0.01,0.02,0.11,0,0.01
byte_cursor_read_u8_2,TRUE,107,547,2,2,0.07,0.07,0.01,0.01,0.01,0.11,0,0.01
byte_cursor_read2,TRUE,122,623,2,2,0.13,0.13,0.01,0.01,0.02,0.17,0,0.01
byte_cursor_right_trim_pred,TRUE,209,962,2,12,0.03,0.03,0.01,0.01,0.01,0.08,0,0.01
byte_cursor_right_trim_pred2,TRUE,181,801,0,11,0.03,0.03,0.01,0.01,0.01,0.08,0,0.01
byte_cursor_satisfies_pred,TRUE,166,780,2,1,0.03,0.03,0.01,0.01,0.01,0.06,0,0.01
byte_cursor_satisfies_pred2,TRUE,133,608,0,0,0.02,0.02,0.02,0,0.01,0.05,0,0
byte_cursor_trim_pred,TRUE,314,1457,12,2,0.17,0.17,0.01,0,0.01,0.24,0,0.01
byte_cursor_trim_pred2,TRUE,285,1295,10,1,0.16,0.16,0.01,0.01,0.01,0.22,0,0.01
hash_array_ignore_case,TRUE,107,436,10,1,0.03,0.03,0.01,0.01,0.01,0.06,0,0.01
hash_byte_cursor_ptr,TRUE,189,850,0,21,0.24,0.24,0.01,0.01,0.01,0.28,0,0.01
hash_byte_cursor_ptr_ignore_case,TRUE,98,459,0,0,0.02,0.02,0.01,0.01,0.01,0.05,0,0
hash_c_string,TRUE,459,1936,3,54,0.65,0.65,0.01,0,0.01,0.71,0,0.01
hash_callback_c_str_eq,TRUE,705,3378,0,82,6.15,6.15,0.01,0.01,0.02,6.23,0,0.01
hash_callback_string_destroy,TRUE,37,236,1,7,0.04,0.04,0.01,0,0.01,0.06,0,0.01
hash_callback_string_eq,TRUE,521,3281,36,41,5.43,5.43,0.04,0.01,0.03,5.69,0,0.04
hash_iter_begin,TRUE,766,3545,34,74,0.77,0.77,0.08,0.01,0.04,1.28,0,0.08
hash_iter_begin_done,TRUE,1298,5475,66,109,1.27,1.27,0.1,0.01,0.04,1.98,0,0.1
hash_iter_begin_done2,TRUE,1258,5266,67,104,0.66,0.66,0.11,0.01,0.04,1.37,0,0.11
hash_iter_begin2,TRUE,726,3336,35,69,0.64,0.64,0.08,0.01,0.04,1.21,0,0.08
hash_iter_delete,TRUE,522,3284,11,78,21,21,0.11,0.01,0.09,21.57,0,0.11
hash_iter_done,TRUE,518,2454,6,82,0.21,0.21,0.07,0.01,0.03,0.57,0,0.07
hash_iter_done2,TRUE,490,2283,3,81,0.12,0.12,0.15,0.01,0.03,0.65,0,0.15
hash_iter_next,TRUE,591,2907,15,82,1.23,1.23,0.1,0.01,0.04,1.68,0,0.1
hash_iter_next2,TRUE,563,2816,12,81,0.51,0.51,0.09,0.01,0.02,0.97,0,0.09
hash_ptr,TRUE,12,67,0,0,0.01,0.01,0.01,0,0.01,0.03,0,0
hash_string,TRUE,200,859,24,6,0.25,0.25,0.01,0,0.01,0.31,0,0.01
hash_table_clean_up,TRUE,761,3175,41,107,0.48,0.48,0.09,0.01,0.03,0.91,0,0.09
hash_table_clear,TRUE,832,3433,41,130,0.57,0.57,0.1,0.01,0.03,1.06,0,0.1
hash_table_create,TRUE,1229,6611,109,87,8.96,8.96,0.24,0.01,0.15,10.06,0,0.24
hash_table_eq,TRUE,7268,29924,576,521,12.46,12.46,4.74,0.01,0.28,25.22,0,4.74
hash_table_find,TRUE,1082,4721,69,111,5.71,5.71,0.14,0.01,0.04,6.45,0,0.14
hash_table_find2,TRUE,1050,4590,69,107,2.63,2.63,0.14,0.01,0.03,3.38,0,0.14
hash_table_foreach,TRUE,1131,9381,0,75,8.59,8.59,0.16,0.01,1.57,11.6,0,0.16
hash_table_get_entry_count,TRUE,216,1195,0,48,0.06,0.06,0.02,0.01,0.02,0.15,0,0.02
hash_table_get_entry_count2,TRUE,179,973,0,44,0.03,0.03,0.02,0.01,0.02,0.12,0,0.02
hash_table_init_bounded,TRUE,174,1665,27,0,2.77,2.77,0.02,0.01,0.05,2.91,0,0.02
hash_table_init_unbounded,TRUE,156,1546,24,0,1.65,1.65,0.02,0.01,0.05,1.79,0,0.02
hash_table_move,TRUE,209,1167,0,46,0.07,0.07,0.02,0.01,0.02,0.15,0,0.02
hash_table_put,TRUE,1167,6251,93,89,5.18,5.18,0.17,0.01,0.1,6.15,0,0.17
hash_table_remove,TRUE,852,5335,51,105,14.75,14.75,0.14,0.01,0.2,15.53,0,0.14
hash_table_swap,TRUE,413,2236,0,92,0.77,0.77,0.05,0.01,0.04,1,0,0.05
is_power_of_two,TRUE,7,38,0,0,0.01,0.01,0.01,0,0.01,0.03,0,0
linked_list_back,TRUE,368,2308,6,15,0.84,0.84,0.01,0.01,0.04,0.98,0,0.01
linked_list_begin,TRUE,366,2301,6,15,0.76,0.76,0.01,0.01,0.04,0.9,0,0.01
linked_list_end,TRUE,365,2287,6,15,0.73,0.73,0.01,0.01,0.04,0.86,0,0.01
linked_list_front,TRUE,428,2563,10,23,1,1,0.02,0.01,0.04,1.18,0,0.02
linked_list_init,TRUE,19,109,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0,0
linked_list_insert_after,TRUE,23,133,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0,0
linked_list_insert_before,TRUE,23,133,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0,0
linked_list_next,TRUE,22,127,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0,0
linked_list_node_reset,TRUE,16,97,0,2,0.09,0.09,0.01,0.01,0.01,0.11,0,0.01
linked_list_pop_back,TRUE,607,3444,32,22,1.63,1.63,0.03,0.01,0.06,1.9,0,0.03
linked_list_pop_front,TRUE,629,3479,32,22,1.61,1.61,0.03,0.01,0.07,1.92,0,0.03
linked_list_prev,TRUE,22,127,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0,0
linked_list_push_back,TRUE,534,3128,16,22,0.7,0.7,0.02,0.01,0.05,0.89,0,0.02
linked_list_push_front,TRUE,603,3507,21,22,1.55,1.55,0.02,0.01,0.05,1.81,0,0.02
linked_list_rbegin,TRUE,435,2668,10,23,0.56,0.56,0.02,0.01,0.02,0.72,0,0.02
linked_list_remove,TRUE,21,121,0,0,0.01,0.01,0.01,0.01,0.01,0.02,0,0
linked_list_rend,TRUE,376,2347,6,17,0.74,0.74,0.01,0.01,0.04,0.88,0,0.01
linked_list_swap_contents,TRUE,1501,10829,37,95,8.67,8.67,0.2,0.01,0.55,10.13,0,0.2
mul_size_checked,TRUE,30,159,0,0,0.17,0.17,0,0.01,0.01,0.18,0,0
mul_size_saturating,TRUE,34,188,0,0,0.19,0.19,0.01,0.01,0.01,0.21,0,0
nospec_mask,TRUE,14,84,0,0,0.02,0.02,0.01,0,0.01,0.03,0,0
priority_queue_capacity,TRUE,457,2207,0,6,0.45,0.45,0.01,0.01,0.01,0.55,0,0.01
priority_queue_clean_up,TRUE,167,840,0,1,0.01,0.01,0.01,0,0.01,0.06,0,0.01
priority_queue_init_dynamic,TRUE,165,847,0,0,0.35,0.35,0.02,0.01,0.01,0.38,0,0
priority_queue_init_static,TRUE,114,605,0,0,0.38,0.38,0.01,0,0.01,0.4,0,0
priority_queue_size,TRUE,461,2227,0,6,0.47,0.47,0.01,0.01,0.01,0.58,0,0.01
priority_queue_top,TRUE,473,2283,0,6,0.42,0.42,0.01,0.01,0.01,0.53,0,0.01
ptr_eq,TRUE,6,30,0,0,0.01,0.01,0.01,0,0.01,0.02,0,0
ring_buffer_acquire_up_to2,TRUE,574,2703,0,0,5.21,5.21,0.18,0.01,0.03,5.48,0,0
ring_buffer_acquire2,TRUE,560,2574,0,0,2.81,2.81,0.13,0.01,0.02,3.01,0,0
ring_buffer_buf_belongs_to_pool2,TRUE,404,1796,0,0,10.07,10.07,0.07,0.01,0.01,10.18,0,0
ring_buffer_clean_up,TRUE,86,461,0,0,0.12,0.12,0.02,0.01,0.01,0.15,0,0
ring_buffer_init,TRUE,104,469,0,0,0.28,0.28,0.02,0.01,0.01,0.31,0,0
ring_buffer_release2,TRUE,434,1970,0,0,11.98,11.98,0.07,0.01,0.01,12.09,0,0
round_up_to_power_of_two,TRUE,27,644,0,0,0.14,0.14,0,0,0.02,0.17,0,0
string_bytes,TRUE,42,250,2,7,0.09,0.09,0.01,0.01,0.01,0.11,0,0.01
string_compare,TRUE,349,2083,43,6,3.76,3.76,0.02,0.01,0.02,3.86,0,0.02
string_destroy,TRUE,33,214,2,3,0.07,0.07,0.01,0,0.01,0.08,0,0.01
string_destroy_secure,TRUE,55,380,2,7,0.07,0.07,0.01,0.01,0.01,0.1,0,0.01
string_eq,TRUE,349,2040,47,6,3.37,3.37,0.02,0.01,0.02,3.48,0,0.02
string_eq_byte_buf,TRUE,401,2130,23,20,1.95,1.95,0.02,0.01,0.02,2.06,0,0.02
string_eq_byte_buf_ignore_case,TRUE,350,3351,21,15,1.95,1.95,0.02,0.01,0.02,2.08,0,0.02
string_eq_byte_cursor,TRUE,330,1848,24,20,1.86,1.86,0.01,0.01,0.02,1.95,0,0.01
string_eq_byte_cursor_ignore_case,TRUE,372,4418,21,27,3.6,3.6,0.02,0.01,0.03,3.74,0,0.02
string_eq_c_str,TRUE,570,2689,10,54,2.8,2.8,0.01,0.01,0.02,2.87,0,0.01
string_eq_c_str_ignore_case,TRUE,563,5112,9,54,2.29,2.29,0.01,0.01,0.03,2.4,0,0.01
string_eq_ignore_case,TRUE,405,4893,52,6,1.9,1.9,0.03,0.01,0.05,2.11,0,0.03
string_new_from_array,TRUE,106,951,0,20,0.96,0.96,0.01,0.01,0.01,1,0,0.01
string_new_from_c_str,TRUE,364,1636,0,53,0.14,0.14,0.01,0.01,0.01,0.2,0,0.01
string_new_from_string,TRUE,162,1174,16,20,0.59,0.59,0.01,0.01,0.02,0.66,0,0.01