job_name,result,bmc.circ_sz,bmc.dag_sz,crab.isderef.not.solve,crab.isderef.solve,crab.pp.isderef.not.solve,crab.pp.isderef.solve,bmc_time,bmc_solve_time,opsem_crab_time,pp_crab_time,opsem_assert_time,opsem_simplify_time,seahorn_total_time,object_domain_use_odi
add_size_checked,TRUE,30,185,0,0,0,0,0.03,0.03,0.01,0,0.01,0.01,0.05,0
add_size_saturating,TRUE,26,168,0,0,0,0,0.07,0.07,0.01,0,0,0.01,0.11,0
array_eq,TRUE,470,2220,0,52,0,0,1.46,1.46,0.02,0,0.01,0.01,1.53,0
array_eq_c_str,TRUE,577,2604,9,48,0,0,1.13,1.13,0.08,0,0.01,0.02,1.29,0
array_eq_c_str_ignore_case,TRUE,91,546,0,11,0,0,0.07,0.07,0.01,0,0,0.01,0.11,0
array_eq_c_str_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_eq_c_str2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_eq_ignore_case,TRUE,258,2798,0,28,0,0,1.26,1.26,0.06,0,0.01,0.03,1.42,0
array_eq_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_eq2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_back,TRUE,213,1065,2,5,0,0,0.22,0.22,0.03,0,0,0.02,0.29,0
array_list_back2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_capacity,TRUE,167,855,0,3,0,0,0.24,0.24,0.01,0,0.01,0.01,0.28,0
array_list_capacity2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_clean_up,TRUE,70,384,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
array_list_clear,TRUE,118,592,0,0,0,0,0.61,0.61,0.02,0,0.01,0.01,0.65,0
array_list_clear2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_comparator_string,TRUE,426,2816,50,7,0,0,6.29,6.29,0.12,0,0.01,0.04,6.54,0
array_list_copy,TRUE,270,1328,0,8,0,0,1.21,1.21,0.03,0,0.01,0.03,1.3,0
array_list_ensure_capacity,TRUE,203,1071,0,7,0,0,0.9,0.9,0.03,0,0.01,0.01,0.97,0
array_list_ensure_capacity2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_erase,TRUE,260,1302,8,3,0,0,1.86,1.86,0.04,0,0.01,0.03,1.97,0
array_list_erase2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_front,TRUE,208,1037,2,5,0,0,0.23,0.23,0.02,0,0.01,0.02,0.31,0
array_list_front2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_get_at,TRUE,214,1068,2,5,0,0,0.61,0.61,0.02,0,0.01,0.02,0.68,0
array_list_get_at_ptr,TRUE,203,1036,0,3,0,0,0.24,0.24,0.03,0,0.01,0.01,0.29,0
array_list_get_at_ptr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_get_at2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_init_dynamic,TRUE,114,574,0,0,0,0,0.38,0.38,0.01,0,0.01,0.01,0.42,0
array_list_init_static,TRUE,149,744,0,3,0,0,0.41,0.41,0.01,0,0.01,0.01,0.45,0
array_list_init_static2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_length,TRUE,165,855,0,3,0,0,0.25,0.25,0.01,0,0.01,0.01,0.29,0
array_list_length2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_pop_back,TRUE,182,938,0,3,0,0,0.81,0.81,0.02,0,0.01,0.01,0.86,0
array_list_pop_back2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_pop_front,TRUE,203,1023,4,3,0,0,1.88,1.88,0.03,0,0.01,0.03,1.97,0
array_list_pop_front_n,TRUE,211,1056,4,3,0,0,2.45,2.45,0.03,0,0.01,0.02,2.53,0
array_list_pop_front_n2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_pop_front2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_push_back,TRUE,277,1520,2,9,0,0,2.48,2.48,0.03,0,0.01,0.05,2.6,0
array_list_push_back2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_push_front,TRUE,279,1509,8,7,0,0,3.57,3.57,0.03,0,0.01,0.05,3.69,0
array_list_set_at,TRUE,273,1508,2,9,0,0,1.5,1.5,0.04,0,0.01,0.05,1.62,0
array_list_set_at2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_shrink_to_fit,TRUE,247,1234,6,5,0,0,2.45,2.45,0.03,0,0.01,0.03,2.55,0
array_list_shrink_to_fit2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_sort,TRUE,172,891,0,3,0,0,0.23,0.23,0.02,0,0.01,0.01,0.29,0
array_list_sort2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
array_list_swap,TRUE,261,1490,14,14,0,0,44.91,44.91,0.04,0,0.01,0.02,45.01,0
array_list_swap_contents,TRUE,323,1631,0,6,0,0,1.04,1.04,0.05,0,0.01,0.02,1.16,0
byte_buf_advance,TRUE,279,1317,0,5,0,0,0.06,0.06,0.04,0,0.01,0.01,0.15,0
byte_buf_advance2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_append,TRUE,173,811,2,2,0,0,0.05,0.05,0.02,0,0.01,0.01,0.09,0
byte_buf_append_dynamic,TRUE,222,1068,6,6,0,0,0.11,0.11,0.03,0,0.01,0.01,0.18,0
byte_buf_append_dynamic2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_append_with_lookup,TRUE,337,1592,10,10,0,0,0.12,0.12,0.07,0,0.01,0.02,0.27,0
byte_buf_append_with_lookup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_append2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_cat,TRUE,655,3020,6,16,0,0,0.42,0.42,0.12,0,0.01,0.02,0.66,0
byte_buf_cat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_clean_up,TRUE,62,299,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
byte_buf_clean_up_secure,TRUE,71,342,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
byte_buf_eq,TRUE,677,3170,0,52,0,0,1.66,1.66,0.06,0,0.01,0.02,1.81,0
byte_buf_eq_c_str,TRUE,104,605,0,11,0,0,0.08,0.08,0.02,0,0,0.01,0.13,0
byte_buf_eq_c_str_ignore_case,TRUE,104,605,0,11,0,0,0.08,0.08,0.02,0,0,0.01,0.12,0
byte_buf_eq_c_str_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_eq_c_str2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_eq_ignore_case,TRUE,460,3791,0,28,0,0,0.82,0.82,0.12,0,0.01,0.03,1.06,0
byte_buf_eq_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_eq2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_from_array,TRUE,56,264,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
byte_buf_from_c_str,TRUE,327,1531,15,18,0,0,0.34,0.34,0.05,0,0.01,0.01,0.43,0
byte_buf_from_empty_array,TRUE,56,264,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
byte_buf_init,TRUE,71,345,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.05,0
byte_buf_init_copy,TRUE,286,1698,2,7,0,0,0.55,0.55,0.04,0,0.01,0.03,0.67,0
byte_buf_init_copy_from_cursor,TRUE,129,643,2,2,0,0,0.07,0.07,0.02,0,0.01,0.03,0.14,0
byte_buf_init_copy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_reserve,TRUE,124,563,0,4,0,0,0.02,0.02,0.02,0,0.01,0.02,0.08,0
byte_buf_reserve_relative,TRUE,215,993,0,4,0,0,0.02,0.02,0.03,0,0.01,0.01,0.07,0
byte_buf_reset,TRUE,78,371,0,2,0,0,0.06,0.06,0.01,0,0.01,0.01,0.1,0
byte_buf_secure_zero,TRUE,114,530,0,2,0,0,0.08,0.08,0.02,0,0.01,0.01,0.11,0
byte_buf_write,TRUE,198,945,2,5,0,0,0.13,0.13,0.03,0,0.01,0.02,0.21,0
byte_buf_write_be16,TRUE,175,844,0,5,0,0,0.03,0.03,0.03,0,0.01,0.01,0.09,0
byte_buf_write_be162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_be32,TRUE,175,844,0,5,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_buf_write_be322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_be64,TRUE,175,842,0,5,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_buf_write_be642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_from_whole_buffer,TRUE,342,1575,2,8,0,0,0.11,0.11,0.03,0,0.01,0.03,0.21,0
byte_buf_write_from_whole_buffer2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_from_whole_cursor,TRUE,266,1267,2,8,0,0,0.11,0.11,0.04,0,0.01,0.03,0.2,0
byte_buf_write_from_whole_cursor2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_from_whole_string,TRUE,272,1634,17,6,0,0,0.74,0.74,0.05,0,0.01,0.03,0.86,0
byte_buf_write_from_whole_string2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write_u8,TRUE,175,842,0,5,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
byte_buf_write_u82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_buf_write2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_advance,TRUE,119,584,0,3,0,0,0.08,0.08,0.02,0,0.01,0.01,0.13,0
byte_cursor_advance_nospec,TRUE,132,686,2,1,0,0,0.16,0.16,0.02,0,0.01,0.01,0.21,0
byte_cursor_advance_nospec2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_advance2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_compare_lexical,TRUE,312,1672,0,18,0,0,0.61,0.61,0.06,0,0.01,0.01,0.71,0
byte_cursor_compare_lexical2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_compare_lookup,TRUE,757,3475,54,78,0,0,0.82,0.82,0.16,0,0.01,0.02,1.13,0
byte_cursor_compare_lookup2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq,TRUE,296,1567,0,18,0,0,0.68,0.68,0.03,0,0.01,0.01,0.73,0
byte_cursor_eq_byte_buf,TRUE,362,1835,0,18,0,0,0.38,0.38,0.08,0,0.01,0.01,0.51,0
byte_cursor_eq_byte_buf_ignore_case,TRUE,349,3363,0,16,0,0,0.92,0.92,0.07,0,0.01,0.03,1.08,0
byte_cursor_eq_byte_buf_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq_byte_buf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq_c_str,TRUE,94,569,0,11,0,0,0.08,0.08,0.02,0,0,0.01,0.13,0
byte_cursor_eq_c_str_ignore_case,TRUE,94,569,0,11,0,0,0.09,0.09,0.02,0,0,0.01,0.13,0
byte_cursor_eq_c_str_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq_c_str2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq_ignore_case,TRUE,276,2978,0,16,0,0,1.14,1.14,0.06,0,0.01,0.03,1.28,0
byte_cursor_eq_ignore_case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_eq2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_from_array,TRUE,44,201,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
byte_cursor_from_buf,TRUE,188,861,0,3,0,0,0.03,0.03,0.02,0,0.01,0.01,0.07,0
byte_cursor_from_buf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_from_c_str,TRUE,305,1426,15,18,0,0,0.15,0.15,0.05,0,0.01,0.01,0.24,0
byte_cursor_from_string,TRUE,75,495,2,11,0,0,0.03,0.03,0.01,0,0.01,0.01,0.07,0
byte_cursor_left_trim_pred,TRUE,184,890,0,3,0,0,0.02,0.02,0.03,0,0.01,0.01,0.09,0
byte_cursor_left_trim_pred2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_read,TRUE,153,766,4,3,0,0,0.28,0.28,0.03,0,0.01,0.02,0.35,0
byte_cursor_read_and_fill_buffer,TRUE,260,1248,4,4,0,0,0.33,0.33,0.04,0,0.01,0.02,0.41,0
byte_cursor_read_and_fill_buffer2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_read_be16,TRUE,115,629,2,1,0,0,0.05,0.05,0.02,0,0.01,0.01,0.1,0
byte_cursor_read_be16_2,TRUE,96,539,2,0,0,0,0.05,0.05,0.02,0,0.01,0.01,0.09,0
byte_cursor_read_be32,TRUE,115,654,2,1,0,0,0.07,0.07,0.02,0,0.01,0.01,0.12,0
byte_cursor_read_be32_2,TRUE,96,564,2,0,0,0,0.07,0.07,0.01,0,0.01,0.01,0.11,0
byte_cursor_read_be64,TRUE,115,705,2,1,0,0,0.1,0.1,0.02,0,0.01,0.02,0.15,0
byte_cursor_read_be64_2,TRUE,96,615,2,0,0,0,0.12,0.12,0.02,0,0.01,0.02,0.17,0
byte_cursor_read_u8,TRUE,121,611,2,3,0,0,0.06,0.06,0.02,0,0.01,0.01,0.1,0
byte_cursor_read_u8_2,TRUE,103,523,2,2,0,0,0.05,0.05,0.02,0,0.01,0.01,0.1,0
byte_cursor_read2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_right_trim_pred,TRUE,209,964,0,14,0,0,0.03,0.03,0.03,0,0.01,0.01,0.09,0
byte_cursor_right_trim_pred2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_satisfies_pred,TRUE,126,672,0,3,0,0,0.02,0.02,0.02,0,0.01,0.01,0.06,0
byte_cursor_satisfies_pred2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
byte_cursor_trim_pred,TRUE,314,1459,10,4,0,0,0.32,0.32,0.05,0,0.01,0.01,0.41,0
byte_cursor_trim_pred2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_array_ignore_case,TRUE,107,436,10,1,0,0,0.02,0.02,0.01,0,0.01,0.01,0.05,0
hash_byte_cursor_ptr,TRUE,182,789,0,21,0,0,0.03,0.03,0.02,0,0.01,0.01,0.08,0
hash_byte_cursor_ptr_ignore_case,TRUE,98,459,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.05,0
hash_c_string,TRUE,468,2007,56,3,0,0,0.19,0.19,0.06,0,0,0.01,0.31,0
hash_callback_c_str_eq,TRUE,677,3322,45,37,0,0,9.59,9.59,0.13,0,0.01,0.04,9.87,0
hash_callback_string_destroy,TRUE,37,236,1,7,0,0,0.04,0.04,0.01,0,0,0.01,0.06,0
hash_callback_string_eq,TRUE,547,3415,2,75,0,0,7.73,7.73,0.03,0,0.01,0.04,7.85,0
hash_iter_begin,TRUE,776,3681,34,74,0,0,0.83,0.83,0.46,0,0.01,0.06,1.63,0
hash_iter_begin_done,TRUE,1308,5611,66,109,0,0,0.96,0.96,0.65,0,0.01,0.05,2.08,0
hash_iter_begin_done2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_iter_begin2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_iter_delete,TRUE,576,3397,65,24,0,0,4.2,4.2,0.29,0,0.01,0.14,4.85,0
hash_iter_done,TRUE,584,2559,70,18,0,0,0.28,0.28,0.23,0,0.01,0.04,0.72,0
hash_iter_done2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_iter_next,TRUE,665,3022,79,18,0,0,1.07,1.07,0.33,0,0.01,0.05,1.68,0
hash_iter_next2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_ptr,TRUE,12,67,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.02,0
hash_string,TRUE,200,859,24,6,0,0,0.05,0.05,0.04,0,0,0.01,0.13,0
hash_table_clean_up,TRUE,728,3100,41,108,0,0,0.58,0.58,0.3,0,0.01,0.04,1.2,0
hash_table_clear,TRUE,799,3358,41,131,0,0,0.54,0.54,0.3,0,0.01,0.04,1.22,0
hash_table_create,TRUE,1192,6484,74,121,0,0,9.98,9.98,0.62,0,0.01,0.22,11.56,0
hash_table_eq,TRUE,7300,29409,584,521,0,0,11.48,11.48,7.74,0,0.01,0.53,32.39,0
hash_table_find,TRUE,1085,4615,70,111,0,0,2.01,2.01,0.56,0,0.01,0.06,3.16,0
hash_table_find2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_table_foreach,TRUE,1178,5834,55,20,0,0,9.2,9.2,0.53,0,0.01,1.97,12.18,0
hash_table_foreach_deep_loose,TRUE,1247,13473,126,53,0,0,30.92,30.92,0.64,0,0.01,6.43,38.94,0
hash_table_foreach_deep_precise,TRUE,1330,13785,132,64,0,0,27.97,27.97,0.64,0,0.01,6.08,35.72,0
hash_table_get_entry_count,TRUE,220,1217,0,48,0,0,0.09,0.09,0.05,0,0.01,0.03,0.22,0
hash_table_get_entry_count2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hash_table_init_bounded,TRUE,173,1663,27,0,0,0,3.32,3.32,0.03,0,0.01,0.06,3.48,0
hash_table_init_unbounded,TRUE,155,1543,24,0,0,0,1.39,1.39,0.03,0,0.01,0.06,1.55,0
hash_table_move,TRUE,213,1189,0,46,0,0,0.1,0.1,0.03,0,0.01,0.03,0.21,0
hash_table_put,TRUE,1140,6025,77,104,0,0,4.63,4.63,0.66,0,0.01,0.15,6.15,0
hash_table_remove,TRUE,843,4727,49,105,0,0,2.54,2.54,0.42,0,0.01,0.19,3.54,0
hash_table_swap,TRUE,421,2463,0,92,0,0,0.64,0.64,0.11,0,0.01,0.08,1,0
is_power_of_two,TRUE,7,38,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
linked_list_back,FALSE,82,454,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_begin,FALSE,80,446,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
linked_list_end,FALSE,79,440,0,0,0,0,0.02,0.02,0.01,0,0.01,0.01,0.05,0
linked_list_front,FALSE,54,302,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_init,TRUE,19,109,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
linked_list_insert_after,TRUE,23,133,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_insert_before,TRUE,23,133,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.02,0
linked_list_next,TRUE,22,127,0,0,0,0,0.01,0.01,0,0,0,0,0.03,0
linked_list_node_reset,TRUE,16,97,0,2,0,0,0.03,0.03,0.01,0,0.01,0.01,0.04,0
linked_list_pop_back,TRUE,8,43,0,0,0,0,0.01,0.01,0,0,0,0,0.02,0
linked_list_pop_front,TRUE,8,43,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.02,0
linked_list_prev,TRUE,22,127,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.02,0
linked_list_push_back,FALSE,40,222,0,0,0,0,0.02,0.02,0.01,0,0,0.01,0.04,0
linked_list_push_front,FALSE,38,210,0,0,0,0,0.02,0.02,0.01,0,0,0.01,0.05,0
linked_list_rbegin,FALSE,52,290,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.04,0
linked_list_remove,TRUE,21,121,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_rend,FALSE,53,300,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.03,0
linked_list_swap_contents,FALSE,78,429,0,0,0,0,0.02,0.02,0.01,0,0,0.01,0.05,0
mem_realloc_unsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mul_size_checked,TRUE,30,159,0,0,0,0,0.23,0.23,0.01,0,0.01,0.01,0.26,0
mul_size_saturating,TRUE,24,149,0,0,0,0,0.22,0.22,0.01,0,0.01,0.01,0.24,0
nospec_mask,TRUE,14,84,0,0,0,0,0.03,0.03,0.01,0,0.01,0.01,0.05,0
priority_queue_capacity,TRUE,431,2137,0,6,0,0,0.5,0.5,0.06,0,0.01,0.01,0.63,0
priority_queue_clean_up,TRUE,156,806,0,1,0,0,0.01,0.01,0.03,0,0,0.01,0.07,0
priority_queue_init_dynamic,TRUE,158,825,0,0,0,0,0.24,0.24,0.01,0,0.01,0.01,0.29,0
priority_queue_init_static,TRUE,120,620,0,0,0,0,0.3,0.3,0.02,0,0,0.01,0.33,0
priority_queue_pop,TRUE,848,3976,4,2,0,0,6.5,6.5,0.11,0,0.01,0.02,6.71,0
priority_queue_push,TRUE,643,4402,11,6,0,0,3.62,3.62,0.12,0,0.01,0.52,4.38,0
priority_queue_push_ref,TRUE,644,4418,11,6,0,0,5.66,5.66,0.14,0,0.01,0.57,6.49,0
priority_queue_remove,TRUE,755,3597,4,2,0,0,4.06,4.06,0.12,0,0.01,0.02,4.28,0
priority_queue_s_remove_node,TRUE,880,5705,27,16,0,0,4.02,4.02,0.23,0,0.01,0.2,4.62,0
priority_queue_s_sift_down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priority_queue_s_sift_either,TRUE,1013,6007,43,28,0,0,0.76,0.76,0.22,0,0.01,0.16,1.3,0
priority_queue_s_sift_up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
priority_queue_s_swap,TRUE,674,3966,28,15,0,0,60.18,60.18,0.18,0,0.01,0.08,60.55,0
priority_queue_size,TRUE,435,2157,0,6,0,0,0.6,0.6,0.06,0,0.01,0.01,0.72,0
priority_queue_top,TRUE,443,2203,0,6,0,0,0.5,0.5,0.05,0,0.01,0.02,0.61,0
ptr_eq,TRUE,6,30,0,0,0,0,0.01,0.01,0.01,0,0,0.01,0.03,0
ring_buffer_acquire,TRUE,570,2617,0,0,0,0,18.79,18.79,0.15,0,0.01,0.03,19.06,0
ring_buffer_acquire_up_to,TRUE,573,2675,0,0,0,0,9.51,9.51,0.15,0,0.01,0.03,9.77,0
ring_buffer_acquire_up_to2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring_buffer_acquire2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring_buffer_buf_belongs_to_pool,TRUE,465,2133,0,0,0,0,39.78,39.78,0.13,0,0.01,0.02,39.98,0
ring_buffer_buf_belongs_to_pool2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ring_buffer_clean_up,TRUE,86,461,0,0,0,0,0.14,0.14,0.02,0,0.01,0.01,0.18,0
ring_buffer_init,TRUE,102,462,0,0,0,0,0.03,0.03,0.01,0,0.01,0.01,0.06,0
ring_buffer_release,TRUE,428,1953,0,0,0,0,12.05,12.05,0.1,0,0.01,0.01,12.24,0
ring_buffer_release2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
round_up_to_power_of_two,TRUE,27,644,0,0,0,0,0.13,0.13,0.01,0,0.01,0.02,0.16,0
string_bytes,TRUE,42,250,2,7,0,0,0.11,0.11,0.01,0,0.01,0.01,0.14,0
string_compare,TRUE,349,2083,43,6,0,0,4.13,4.13,0.04,0,0.01,0.03,4.28,0
string_destroy,TRUE,33,214,2,3,0,0,0.04,0.04,0.01,0,0,0.01,0.05,0
string_destroy_secure,TRUE,63,930,5,4,0,0,0.72,0.72,0.01,0,0.01,0.02,0.77,0
string_eq,TRUE,349,2041,47,6,0,0,3.26,3.26,0.05,0,0.01,0.03,3.39,0
string_eq_byte_buf,TRUE,383,1919,21,20,0,0,0.79,0.79,0.05,0,0.01,0.02,0.91,0
string_eq_byte_buf_ignore_case,TRUE,328,3258,19,15,0,0,1.34,1.34,0.07,0,0.01,0.03,1.5,0
string_eq_byte_cursor,TRUE,275,1504,22,5,0,0,0.92,0.92,0.05,0,0.01,0.01,1.02,0
string_eq_byte_cursor_ignore_case,TRUE,245,2957,19,4,0,0,1.34,1.34,0.04,0,0.01,0.03,1.45,0
string_eq_c_str,TRUE,557,2815,43,21,0,0,2.15,2.15,0.11,0,0.01,0.02,2.37,0
string_eq_c_str_ignore_case,TRUE,550,5237,42,21,0,0,3.93,3.93,0.14,0,0.01,0.05,4.23,0
string_eq_ignore_case,TRUE,341,4714,52,6,0,0,4.44,4.44,0.09,0,0.01,0.08,4.74,0
string_new_from_array,TRUE,106,931,0,20,0,0,1.56,1.56,0.02,0,0.01,0.01,1.62,0
string_new_from_c_str,TRUE,349,1615,17,36,0,0,0.14,0.14,0.06,0,0.01,0.02,0.27,0
string_new_from_string,TRUE,158,1170,12,24,0,0,0.48,0.48,0.02,0,0.01,0.03,0.57,0